comparison_scope,task_id,author_difficulty,verified_product_count,in_strict_three_way_83,product,attempt_count_for_task,selected_source_root,selected_run_dir,selected_trial_name,selected_trial_path,selected_finished_at,reward,verify_status,normal_e2e_pass,pass_after_timeout,timeout,outcome_bucket,product_terminal_status,product_return_code,product_completion_claim,product_run_state_field,product_run_state,product_error_field,product_error,exception_type,interruption_or_stop_reason,timeout_types,timeout_evidence,stream_transport_failure_classification,stream_transport_interruption_count,gateway_response_truncated_count,gateway_balance_error_line_count,e2e_s,environment_setup_s,agent_setup_s,agent_execution_s,verifier_s,tool_calls_field,tool_calls,tool_calls_failed,tool_call_failure_rate,tool_call_duration_s,tool_breakdown,failed_tool_breakdown,turn_metric_name,turn_metric_value,model_activity_observed,token_input,token_fresh_input,token_cache_read,token_cache_creation,token_cache_reported,token_output,token_total,token_known_minimum,token_source,token_accounting_status,token_accounting_scope_or_note,token_sources_consistent,token_is_lower_bound,token_accounting_note,verifier_tests,verifier_passed,verifier_failed,verifier_skipped,failed_test_names,product_version,model_api_id,model_provider,temperature,configured_max_turns,observed_max_agent_turns_product,observed_tasks_gt_50_product,product_execution_budget
strict_three_way_83,build-cython-ext,medium,3,true,Hermes,1,,2026-07-30__14-23-53,build-cython-ext__6BZKneV,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__14-23-53/build-cython-ext__6BZKneV,2026-07-30T06:47:01.026197Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,run_status,completed,run_error,,,,,,,,0,0,1386.773332,1.7866,6.787053,1355.746645,8.3938,tool_calls,132,10,0.07575757575757576,508.853,"{""execute_code"": 1, ""patch"": 27, ""read_file"": 36, ""search_files"": 23, ""terminal"": 35, ""todo"": 8, ""write_file"": 2}","{""execute_code"": 1, ""search_files"": 1, ""terminal"": 8}",session_messages,213,True,4045450,,,,,18195,4063645,,hermes-run.json.usage,reported,reported_hermes_run_usage,True,,reported_hermes_run_usage,11,11,0,0,,v2026.7.20,zai/glm-5.2,Z.AI,0,90,47,0,2x_dataset_agent_timeout_sec
strict_three_way_83,build-cython-ext,medium,3,true,PI,2,,2026-08-14__12-14-45,build-cython-ext__Qxm3gXi,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__12-14-45/build-cython-ext__Qxm3gXi,2026-08-14T04:25:21.076937Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,pi_final_stop_reason,stop,,,,stop,,,,,,0,634.757887,1.09826,3.943432,607.980865,9.47779,tool_calls,66,0,0.0,,"{""bash"": 56, ""edit"": 2, ""read"": 8}",{},assistant_messages,49,True,1391635,,,,1341120,22054,2754809,,result.json.agent_result,reported,reported_input_plus_cache_plus_output,,,reported_input_plus_cache_plus_output,11,11,0,0,,0.73.1,zai/glm-5.2,Z.AI,0,,122,9,2x_dataset_agent_timeout_sec
strict_three_way_83,build-pmars,medium,3,true,Astra,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,build-pmars__FWjWrmH,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/build-pmars__FWjWrmH,2026-07-30T08:30:09.328998Z,0,no_pass,false,false,false,completed_no_pass,completed,0,True,astra_final_state,completed,product_error_type,,,,[],[],,0,,,1516.541031,1.982788,6.453809,1483.525082,11.469108,tool_calls_terminal,85,5,0.058823529411764705,104.86300000000001,"{""bash"":60,""read_file"":14,""str_replace"":2,""task_board"":9}","{""bash"":5}",agentic_steps,52,True,1261503,150399,1111104,0,,75234,1336737,1336737,server-context-trace+reconciled-details,session_reconciled,session_wide_observed,True,False,main_agent_only_excludes_intent_judge,4,3,1,0,test_outputs.py::test_debian_source_used,v0.0.5-4-g844473c68,c5bde5de-9805-48d4-a016-1db6e6018fc4,BigModel/OpenAI-compatible,0,50,,,2x_dataset_agent_timeout_sec
strict_three_way_83,build-pmars,medium,3,true,Hermes,1,,2026-07-30__13-52-02,build-pmars__d5SRCdf,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__13-52-02/build-pmars__d5SRCdf,2026-07-30T05:57:32.248369Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,run_status,completed,run_error,,,,,,,,0,0,328.69933,1.417994,4.96359,295.397617,14.554536,tool_calls,38,2,0.05263157894736842,55.098000000000006,"{""patch"": 1, ""read_file"": 2, ""terminal"": 29, ""todo"": 4, ""write_file"": 2}","{""terminal"": 2}",session_messages,80,True,1012900,,,,,4845,1017745,,hermes-run.json.usage,reported,reported_hermes_run_usage,True,,reported_hermes_run_usage,4,4,0,0,,v2026.7.20,zai/glm-5.2,Z.AI,0,90,47,0,2x_dataset_agent_timeout_sec
strict_three_way_83,build-pmars,medium,3,true,PI,2,,2026-08-14__12-25-22,build-pmars__uxuxHEL,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__12-25-22/build-pmars__uxuxHEL,2026-08-14T04:34:28.615433Z,1,pass,true,false,false,normal_e2e_pass,completed,0,False,pi_final_stop_reason,,,,,,,,,,,0,545.165294,1.110342,3.778996,511.463025,16.528687,tool_calls,55,4,0.07272727272727272,,"{""bash"": 53, ""edit"": 1, ""write"": 1}","{""bash"": 4}",assistant_messages,49,True,867889,,,,823360,15011,1706260,,result.json.agent_result,reported,reported_input_plus_cache_plus_output,,,reported_input_plus_cache_plus_output,4,4,0,0,,0.73.1,zai/glm-5.2,Z.AI,0,,122,9,2x_dataset_agent_timeout_sec
strict_three_way_83,build-pov-ray,medium,3,true,Astra,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-07-31__16-04-29,build-pov-ray__92VcxjZ,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__16-04-29/build-pov-ray__92VcxjZ,2026-07-31T08:31:13.987135Z,0,no_pass,false,false,false,completed_no_pass,completed,0,True,astra_final_state,completed,product_error_type,,,,[],[],,0,,,1603.72635,1.136959,39.376853,1514.520246,35.770351,tool_calls_terminal,76,3,0.039473684210526314,345.038,"{""bash"":53,""grep"":5,""read_file"":8,""str_replace"":5,""task_board"":5}","{""bash"":2,""str_replace"":1}",agentic_steps,56,True,1765187,168579,1596608,0,,45774,1810961,1810961,server-context-trace+reconciled-details,session_reconciled,session_wide_observed,True,False,main_agent_only_excludes_intent_judge,3,2,1,0,test_outputs.py::test_povray_built_from_correct_source,v0.0.5-4-g844473c68,c5bde5de-9805-48d4-a016-1db6e6018fc4,BigModel/OpenAI-compatible,0,50,,,2x_dataset_agent_timeout_sec
strict_three_way_83,build-pov-ray,medium,3,true,Hermes,1,,2026-07-30__16-55-07,build-pov-ray__XX7Q3Gy,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__16-55-07/build-pov-ray__XX7Q3Gy,2026-07-30T09:34:25.890827Z,0,no_pass,false,false,false,completed_no_pass,completed,0,True,run_status,completed,run_error,,,,,,,,0,0,2357.734403,1.176961,13.566057,2292.506948,36.783792,tool_calls,58,6,0.10344827586206896,217.6620000000001,"{""patch"": 3, ""terminal"": 54, ""write_file"": 1}","{""terminal"": 6}",session_messages,114,True,2193399,,,,,9245,2202644,,hermes-run.json.usage,reported,reported_hermes_run_usage,True,,reported_hermes_run_usage,3,2,1,0,test_outputs.py::test_povray_built_from_correct_source,v2026.7.20,zai/glm-5.2,Z.AI,0,90,47,0,2x_dataset_agent_timeout_sec
strict_three_way_83,build-pov-ray,medium,3,true,PI,1,,2026-08-13__23-46-47,build-pov-ray__dN3smjw,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-13__23-46-47/build-pov-ray__dN3smjw,2026-08-13T15:56:59.148620Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,pi_final_stop_reason,stop,,,,stop,,,,,,0,611.048347,1.133858,48.152036,503.227329,46.41331,tool_calls,39,0,0.0,,"{""bash"": 33, ""read"": 6}",{},assistant_messages,32,True,661361,,,,613568,18301,1293230,,result.json.agent_result,reported,reported_input_plus_cache_plus_output,,,reported_input_plus_cache_plus_output,3,3,0,0,,0.73.1,zai/glm-5.2,Z.AI,0,,122,9,2x_dataset_agent_timeout_sec
strict_three_way_83,caffe-cifar-10,medium,3,true,Astra,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,caffe-cifar-10__LEZu2cC,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/caffe-cifar-10__LEZu2cC,2026-07-30T12:43:07.694409Z,1,pass,true,false,false,verifier_pass_with_abnormal_lifecycle,failed,5,False,astra_final_state,interrupted,product_error_type,,,budget_exhausted,[],[],,0,,,4203.428654,3.965014,40.286569,4116.922111,29.00602,tool_calls_terminal,74,3,0.04054054054054054,3518.569,"{""bash"":39,""grep"":4,""read_file"":5,""str_replace"":6,""task_board"":19,""write_file"":1}","{""bash"":3}",agentic_steps,50,True,1134985,117257,1017728,0,,31036,1166021,1166021,server-context-trace+reconciled-details,session_reconciled,session_wide_observed,True,False,main_agent_only_excludes_intent_judge,6,6,0,0,,v0.0.5-4-g844473c68,c5bde5de-9805-48d4-a016-1db6e6018fc4,BigModel/OpenAI-compatible,0,50,,,2x_dataset_agent_timeout_sec
strict_three_way_83,caffe-cifar-10,medium,3,true,Hermes,1,,2026-07-30__17-41-21,caffe-cifar-10__MyMkUd9,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__17-41-21/caffe-cifar-10__MyMkUd9,2026-07-30T10:49:14.457726Z,0,no_pass,false,false,false,completed_no_pass,completed,0,True,run_status,completed,run_error,,,,,,,,0,0,4072.422414,1.239566,6.144441,4029.988712,15.38807,tool_calls,90,6,0.06666666666666667,3551.007000000001,"{""patch"": 5, ""process"": 20, ""terminal"": 59, ""todo"": 5, ""write_file"": 1}","{""terminal"": 6}",session_messages,183,True,2426341,,,,,6896,2433237,,hermes-run.json.usage,reported,reported_hermes_run_usage,True,,reported_hermes_run_usage,6,3,3,0,test_outputs.py::test_cifar10_model_exists; test_outputs.py::test_training_completed_500_iterations; test_outputs.py::test_model_accuracy_verification,v2026.7.20,zai/glm-5.2,Z.AI,0,90,47,0,2x_dataset_agent_timeout_sec
strict_three_way_83,caffe-cifar-10,medium,3,true,PI,3,,2026-08-13__11-34-43,caffe-cifar-10__YmkVwdM,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-13__11-34-43/caffe-cifar-10__YmkVwdM,2026-08-13T04:42:56.691142Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,pi_final_stop_reason,stop,,,,stop,,,,,,0,4091.283468,1.594179,46.698164,3980.929765,48.974368,tool_calls,71,0,0.0,,{},{},assistant_messages,0,False,1774134,,,,1597632,43173,3414939,,result.json.agent_result,reported,reported_input_plus_cache_plus_output,,,reported_input_plus_cache_plus_output,6,6,0,0,,0.73.1,zai/glm-5.2,Z.AI,0,,122,9,2x_dataset_agent_timeout_sec
strict_three_way_83,cancel-async-tasks,hard,3,true,Astra,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__00-05-42,cancel-async-tasks__4fjo42J,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-05-42/cancel-async-tasks__4fjo42J,2026-08-02T16:09:41.176982Z,0,no_pass,false,false,false,completed_no_pass,completed,0,True,astra_final_state,completed,product_error_type,,,,[],[],,0,,,238.308585,1.146816,3.48879,191.912692,29.55074,tool_calls_terminal,4,0,0.0,1.359,"{""bash"":3,""write_file"":1}",{},agentic_steps,5,True,52754,9298,43456,0,,13129,65883,65883,server-context-trace+reconciled-details,session_reconciled,session_wide_observed,True,False,main_agent_only_excludes_intent_judge,6,5,1,0,test_outputs.py::test_tasks_cancel_above_max_concurrent,v0.0.5-4-g844473c68,c5bde5de-9805-48d4-a016-1db6e6018fc4,BigModel/OpenAI-compatible,0,50,,,2x_dataset_agent_timeout_sec
strict_three_way_83,cancel-async-tasks,hard,3,true,Hermes,1,,2026-07-31__17-23-05,cancel-async-tasks__Y5HDrz8,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__17-23-05/cancel-async-tasks__Y5HDrz8,2026-07-31T09:29:23.086805Z,0,no_pass,false,false,false,completed_no_pass,completed,0,True,run_status,completed,run_error,,,,,,,,0,0,376.341899,2.344267,6.440581,331.240556,23.655947,tool_calls,7,2,0.2857142857142857,36.38999999999999,"{""terminal"": 5, ""write_file"": 2}","{""terminal"": 2}",session_messages,16,True,138345,,,,,17152,155497,,hermes-run.json.usage,reported,reported_hermes_run_usage,True,,reported_hermes_run_usage,6,5,1,0,test_outputs.py::test_tasks_cancel_above_max_concurrent,v2026.7.20,zai/glm-5.2,Z.AI,0,90,47,0,2x_dataset_agent_timeout_sec
strict_three_way_83,cancel-async-tasks,hard,3,true,PI,2,,2026-08-14__12-34-30,cancel-async-tasks__HbxBYpj,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__12-34-30/cancel-async-tasks__HbxBYpj,2026-08-14T04:43:25.554341Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,pi_final_stop_reason,stop,,,,stop,,,,,,0,534.582387,1.075477,3.816874,491.027472,26.641809,tool_calls,17,2,0.11764705882352941,,"{""bash"": 15, ""read"": 1, ""write"": 1}","{""bash"": 2}",assistant_messages,17,True,380353,,,,330112,27987,738452,,result.json.agent_result,reported,reported_input_plus_cache_plus_output,,,reported_input_plus_cache_plus_output,6,6,0,0,,0.73.1,zai/glm-5.2,Z.AI,0,,122,9,2x_dataset_agent_timeout_sec
strict_three_way_83,chess-best-move,medium,3,true,Astra,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,chess-best-move__FRDxL33,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/chess-best-move__FRDxL33,2026-07-29T16:09:32.848875Z,0,no_pass,false,false,true,timeout_no_pass,failed,3,False,astra_final_state,,product_error_type,,,stream_transport,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",,1,,,903.80714,12.797485,2.695577,841.190291,35.218245,tool_calls_terminal,8,0,0.0,1.6059999999999999,"{""bash"":6,""display_sixel"":1,""tool_search"":1}",{},agentic_steps,8,True,73893,13221,60672,0,,6143,80036,80036,server-context-trace+reconciled-details,session_reconciled,session_wide_observed,True,True,main_agent_only_excludes_intent_judge,1,0,1,0,test_outputs.py::test_move_correct,v0.0.5-4-g844473c68,c5bde5de-9805-48d4-a016-1db6e6018fc4,BigModel/OpenAI-compatible,0,50,,,2x_dataset_agent_timeout_sec
strict_three_way_83,chess-best-move,medium,3,true,Hermes,1,,2026-07-30__15-02-59,chess-best-move__oL3Bfm6,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__15-02-59/chess-best-move__oL3Bfm6,2026-07-30T07:18:13.625940Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,run_status,completed,run_error,,,,,,,,0,0,913.077022,2.267556,8.357412,855.440141,33.778238,tool_calls,14,1,0.07142857142857142,258.662,"{""execute_code"": 1, ""terminal"": 5, ""vision_analyze"": 7, ""write_file"": 1}","{""execute_code"": 1}",session_messages,30,True,299500,,,,,21337,320837,,hermes-run.json.usage,reported,reported_hermes_run_usage,True,,reported_hermes_run_usage,1,1,0,0,,v2026.7.20,zai/glm-5.2,Z.AI,0,90,47,0,2x_dataset_agent_timeout_sec
