task_id,author_difficulty,in_strict_four_way_86,astra_reward,astra_verify_status,astra_verifier_progress,astra_verifier_tests,astra_verifier_passed,astra_verifier_failed,astra_verifier_skipped,astra_timeout,astra_product_terminal_status,astra_finish_reason,astra_selected_finished_at,astra_selected_trial_path,hermes_reward,hermes_verify_status,hermes_verifier_progress,hermes_verifier_tests,hermes_verifier_passed,hermes_verifier_failed,hermes_verifier_skipped,hermes_timeout,hermes_product_terminal_status,hermes_finish_reason,hermes_selected_finished_at,hermes_selected_trial_path,pi_reward,pi_verify_status,pi_verifier_progress,pi_verifier_tests,pi_verifier_passed,pi_verifier_failed,pi_verifier_skipped,pi_timeout,pi_product_terminal_status,pi_finish_reason,pi_selected_finished_at,pi_selected_trial_path,dsh_reward,dsh_verify_status,dsh_verifier_progress,dsh_verifier_tests,dsh_verifier_passed,dsh_verifier_failed,dsh_verifier_skipped,dsh_timeout,dsh_product_terminal_status,dsh_finish_reason,dsh_selected_finished_at,dsh_selected_trial_path,astra_agent_execution_s,astra_token_input,astra_token_fresh_input,astra_token_cache_read,astra_token_output,astra_token_total,astra_token_accounting_status,astra_token_source,astra_token_is_lower_bound,hermes_agent_execution_s,hermes_token_input,hermes_token_fresh_input,hermes_token_cache_read,hermes_token_output,hermes_token_total,hermes_token_accounting_status,hermes_token_source,hermes_token_is_lower_bound,pi_agent_execution_s,pi_token_input,pi_token_fresh_input,pi_token_cache_read,pi_token_output,pi_token_total,pi_token_accounting_status,pi_token_source,pi_token_is_lower_bound,dsh_agent_execution_s,dsh_token_input,dsh_token_fresh_input,dsh_token_cache_read,dsh_token_output,dsh_token_total,dsh_token_accounting_status,dsh_token_source,dsh_token_is_lower_bound
cobol-modernization,easy,true,1,pass,3/3,3,3,0,0,false,completed,,2026-07-30T01:37:16.536272Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/cobol-modernization__T6KxTP5,1,pass,3/3,3,3,0,0,false,completed,completed,2026-07-30T07:39:29.776821Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__15-21-33/cobol-modernization__WBMseXk,1,pass,3/3,3,3,0,0,false,completed,,2026-08-14T05:00:57.018706Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__12-43-03/cobol-modernization__BjigStU,1,pass,3/3,3,3,0,0,false,completed,max_turns,2026-08-18T05:06:20.095336Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__12-55-54/cobol-modernization__sJR8Hig,693.52908,195394,78338,117056,48618,244012,session_reconciled,server-context-trace+reconciled-details,False,1039.270567,1544727,,,28783,1573510,reported,hermes-run.json.usage,,1044.385894,1212231,,1120384,70086,1282317,reported_legacy,result.json.agent_result,,594.105217,661945,37945,624000,22298,684243,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
code-from-image,medium,true,0,no_pass,0/2,2,0,2,0,true,failed,stream_transport,2026-07-30T00:04:37.567199Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/code-from-image__gvGTG56,1,pass,2/2,2,2,0,0,false,completed,completed,2026-07-30T07:45:45.194414Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__15-42-47/code-from-image__FSsBtAW,1,pass,2/2,2,2,0,0,false,completed,stop,2026-08-14T03:56:21.844441Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__11-51-07/code-from-image__8VM2uKA,1,pass,2/2,2,2,0,0,false,completed,completed,2026-08-18T04:42:18.862604Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__12-37-25/code-from-image__JB24maG,4500.240938,371711,78719,292992,111965,483676,session_reconciled,server-context-trace+reconciled-details,True,142.097405,82038,,,1043,83081,reported,hermes-run.json.usage,,288.885459,93973,,73024,5627,99600,reported_legacy,result.json.agent_result,,264.216768,150853,22469,128384,5088,155941,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
compile-compcert,medium,true,1,pass,3/3,3,3,0,0,false,completed,,2026-07-30T03:05:21.537808Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/compile-compcert__gN7hvuQ,0,no_pass,0/3,3,0,3,0,true,timeout,timed_out,2026-07-30T12:22:49.060696Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__19-01-52/compile-compcert__THECWzy,0,no_pass,0/3,3,0,3,0,true,timeout,,2026-08-13T19:23:36.057556Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__02-01-34/compile-compcert__8QiJWoL,0,no_pass,0/3,3,0,3,0,false,completed,max_turns,2026-08-17T18:24:54.317513Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__01-41-57/compile-compcert__N4fepwf,2644.077092,634957,101581,533376,23973,658930,complete_terminal_no_trace,astra.stdout.json,False,4813.838418,,,,,,missing_after_model_activity,missing,,4812.152422,1146586,,1083584,20984,1167570,reported_legacy,result.json.agent_result,,2470.398667,285221,17637,267584,2712,287933,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
configure-git-webserver,hard,true,1,pass,1/1,1,1,0,0,false,adapter_infra_error,,2026-07-30T13:01:43.905575Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/configure-git-webserver__V4BBS6c,0,no_pass,0/1,1,0,1,0,false,completed,completed,2026-07-30T12:33:59.195375Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__20-30-38/configure-git-webserver__VuHrDDN,0,no_pass,0/1,1,0,1,0,false,completed,stop,2026-08-14T04:55:07.407555Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__12-43-27/configure-git-webserver__c8GYFqc,0,no_pass,0/1,1,0,1,0,false,completed,completed,2026-08-18T05:00:01.304763Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__12-56-41/configure-git-webserver__4VQ7gi6,1046.055571,257314,37410,219904,51744,309058,session_reconciled,server-context-trace+reconciled-details,False,149.853783,331432,,,2106,333538,reported,hermes-run.json.usage,,631.51484,328438,,270912,29523,357961,reported_legacy,result.json.agent_result,,113.227609,24721,4881,19840,1352,26073,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
constraints-scheduling,medium,true,1,pass,3/3,3,3,0,0,false,completed,,2026-07-29T16:14:25.581262Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/constraints-scheduling__Bjnh7Qw,1,pass,3/3,3,3,0,0,false,completed,completed,2026-07-30T12:46:06.172995Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__20-41-17/constraints-scheduling__cX4gLS6,1,pass,3/3,3,3,0,0,false,completed,stop,2026-08-14T03:58:52.821363Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__11-53-38/constraints-scheduling__v7VSojM,1,pass,3/3,3,3,0,0,false,completed,completed,2026-08-18T04:41:58.323054Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__12-39-27/constraints-scheduling__NNJ8MEN,203.733068,45950,7678,38272,17359,63309,session_reconciled,server-context-trace+reconciled-details,False,232.202714,122489,,,12755,135244,reported,hermes-run.json.usage,,234.778309,82095,,27136,17599,99694,reported_legacy,result.json.agent_result,,112.048983,46874,12698,34176,5157,52031,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
count-dataset-tokens,medium,true,1,pass,1/1,1,1,0,0,false,completed,,2026-07-30T01:49:01.620754Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/count-dataset-tokens__Au59b93,1,pass,1/1,1,1,0,0,false,completed,completed,2026-07-30T13:01:36.125593Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__20-48-04/count-dataset-tokens__hSzRjmb,1,pass,1/1,1,1,0,0,false,completed,stop,2026-08-14T04:56:39.637242Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__12-48-51/count-dataset-tokens__EZPi9d3,1,pass,1/1,1,1,0,0,false,completed,completed,2026-08-18T05:17:09.576350Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-00-03/count-dataset-tokens__EsR6UaV,671.424223,216654,54990,161664,21560,238214,session_reconciled,server-context-trace+reconciled-details,False,783.782245,595439,,,17932,613371,reported,hermes-run.json.usage,,419.805222,308851,,276736,19105,327956,reported_legacy,result.json.agent_result,,965.143494,743891,33939,709952,18066,761957,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
crack-7z-hash,medium,true,0,no_pass,0/2,2,0,2,0,true,failed,stream_transport,2026-07-30T04:38:58.701520Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/crack-7z-hash__cPniiwq,1,pass,2/2,2,2,0,0,false,completed,completed,2026-07-30T13:30:04.547190Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__21-08-33/crack-7z-hash__hexw2DN,1,pass,2/2,2,2,0,0,false,completed,stop,2026-08-13T20:13:19.891748Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__03-23-38/crack-7z-hash__gonDmj6,1,pass,2/2,2,2,0,0,false,completed,completed,2026-08-17T19:02:50.575161Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__02-24-56/crack-7z-hash__8VyPVbB,3660.087224,493561,94521,399040,30863,524424,session_reconciled,server-context-trace+reconciled-details,True,1258.606826,745381,,,1935,747316,reported,hermes-run.json.usage,,2916.916494,3036914,,2880320,42559,3079473,reported_legacy,result.json.agent_result,,2157.487507,200818,9010,191808,1835,202653,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
custom-memory-heap-crash,medium,true,1,pass,6/6,6,6,0,0,false,completed,,2026-07-29T21:01:40.550579Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/custom-memory-heap-crash__S9kKNYf,1,pass,6/6,6,6,0,0,false,completed,completed,2026-07-30T13:47:18.184798Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__21-37-12/custom-memory-heap-crash__bzdH3jy,1,pass,6/6,6,6,0,0,false,completed,stop,2026-08-14T02:38:03.417457Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__10-21-38/custom-memory-heap-crash__auWmByW,1,pass,6/6,6,6,0,0,false,completed,max_turns,2026-08-18T03:49:52.378644Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__11-41-16/custom-memory-heap-crash__htoxTHE,6158.056407,766409,123593,642816,185183,951592,session_reconciled,server-context-trace+reconciled-details,False,545.286684,674537,,,26244,700781,reported,hermes-run.json.usage,,865.446823,1069267,,996672,50045,1119312,reported_legacy,result.json.agent_result,,469.345389,654777,24185,630592,7408,662185,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
db-wal-recovery,medium,true,1,pass,7/7,7,7,0,0,false,completed,,2026-07-30T08:34:08.395012Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/db-wal-recovery__B7tkkUC,1,pass,7/7,7,7,0,0,false,completed,completed,2026-07-30T14:22:16.612574Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__21-54-42/db-wal-recovery__33DeyG7,1,pass,7/7,7,7,0,0,false,completed,stop,2026-08-14T04:59:56.251850Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__12-55-09/db-wal-recovery__gTPHnUs,0,no_pass,0/7,7,0,7,0,false,completed,max_turns,2026-08-18T05:19:36.699076Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-03-50/db-wal-recovery__Miygmi6,101.334185,97354,15882,81472,4175,101529,session_reconciled,server-context-trace+reconciled-details,False,1598.077244,3347220,,,64572,3411792,reported,hermes-run.json.usage,,224.627993,170907,,136576,14983,185890,reported_legacy,result.json.agent_result,,904.825866,767462,52902,714560,13072,780534,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
distribution-search,medium,true,0,no_pass,0/4,4,0,4,0,true,failed,stream_transport,2026-07-30T09:30:42.310626Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/distribution-search__8DZUgkw,1,pass,4/4,4,4,0,0,false,completed,completed,2026-07-30T14:37:03.746305Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__22-24-38/distribution-search__vcpnUUq,1,pass,4/4,4,4,0,0,false,completed,stop,2026-08-13T16:24:35.659162Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__00-20-41/distribution-search__j4xg4Xz,1,pass,4/4,4,4,0,0,false,completed,completed,2026-08-18T03:03:12.901541Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__10-59-48/distribution-search__zxj6KEB,1862.764892,9480,1352,8128,7903,17383,session_reconciled,server-context-trace+reconciled-details,True,705.076699,69266,,,60081,129347,reported,hermes-run.json.usage,,194.980685,60245,,20096,13703,73948,reported_legacy,result.json.agent_result,,170.304884,32976,25360,7616,4860,37836,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
dna-assembly,hard,true,0,no_pass,0/1,1,0,1,0,true,completed,stream_transport,2026-08-02T17:51:32.078135Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-30-00/dna-assembly__eBo7G6H,0,no_pass,0/1,1,0,1,0,false,completed,completed,2026-07-30T15:20:24.476893Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__22-45-12/dna-assembly__uska5na,1,pass,1/1,1,1,0,0,false,completed,stop,2026-08-13T22:42:10.253499Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__05-56-10/dna-assembly__qKZ4mnf,0,no_pass,0/1,1,0,1,0,false,completed,completed,2026-08-18T04:16:59.299746Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__11-47-17/dna-assembly__iFp4LMw,1135.315776,579637,98037,481600,54240,633877,session_reconciled,server-context-trace+reconciled-details,True,2054.910714,1760722,,,152539,1913261,reported,hermes-run.json.usage,,2616.420583,1890745,,1669824,200257,2091002,reported_legacy,result.json.agent_result,,1711.621807,1417090,75714,1341376,48545,1465635,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
dna-insert,medium,true,0,no_pass,0/1,1,0,1,0,false,completed,,2026-08-03T05:14:55.575702Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-01-37/dna-insert__CxCpvgu,0,no_pass,0/1,1,0,1,0,false,completed,completed,2026-07-30T15:42:07.332772Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__23-29-41/dna-insert__3jGZkjs,0,no_pass,0/1,1,0,1,0,false,completed,stop,2026-08-13T20:24:04.542230Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__04-13-21/dna-insert__r5Gw2G9,0,no_pass,0/1,1,0,1,0,false,completed,completed,2026-08-17T19:12:45.362444Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__03-02-52/dna-insert__cPccyuq,639.493326,234975,43551,191424,51365,286340,server_reconciled,matrixone.agent_events.llm_response,False,711.152302,945569,,,16254,961823,reported,hermes-run.json.usage,,508.508737,470914,,416704,37591,508505,reported_legacy,result.json.agent_result,,461.49753,291134,24894,266240,13038,304172,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
extract-elf,medium,true,0,no_pass,0/2,2,0,2,0,true,failed,stream_transport,2026-07-30T02:06:15.648359Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/extract-elf__GD6CnuF,1,pass,2/2,2,2,0,0,false,completed,completed,2026-07-30T16:03:10.123167Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__23-48-32/extract-elf__L78scP6,1,pass,2/2,2,2,0,0,false,completed,stop,2026-08-14T05:21:24.211462Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__12-56-41/extract-elf__4Xp9aDH,0,no_pass,0/2,2,0,2,0,false,completed,completed,2026-08-18T05:11:32.955932Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-06-22/extract-elf__hXssMQr,971.477467,79089,14577,64512,37071,116160,session_reconciled,server-context-trace+reconciled-details,True,825.121877,352239,,,65641,417880,reported,hermes-run.json.usage,,1438.393591,715643,,616832,84592,800235,reported_legacy,result.json.agent_result,,274.886693,295518,21982,273536,6463,301981,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
extract-moves-from-video,hard,true,0,no_pass,—,,,,,false,adapter_infra_error,budget_exhausted,2026-07-30T08:03:12.976958Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/extract-moves-from-video__Kn9TUHU,0,no_pass,1/2,2,1,1,0,true,timeout,timed_out,2026-08-03T16:57:59.891811Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__23-57-09/extract-moves-from-video__AFfPQNS,0,no_pass,0/2,2,0,2,0,true,timeout,,2026-08-13T22:58:14.236413Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__05-56-13/extract-moves-from-video__MHjWHVu,0,no_pass,0/2,2,0,2,0,false,completed,max_turns,2026-08-18T04:16:29.452117Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__11-49-54/extract-moves-from-video__2r6j9Vd,2859.759778,780975,106351,674624,49962,830937,complete_no_trace_crosscheck,astra.stdout.json,False,3604.450101,,,,,,missing_after_model_activity,missing,,3602.579734,39080,,29568,3339,42419,reported_legacy,result.json.agent_result,,1529.143657,1031811,47875,983936,9570,1041381,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
feal-differential-cryptanalysis,hard,true,1,pass,1/1,1,1,0,0,false,completed,,2026-07-30T05:44:58.228138Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/feal-differential-cryptanalysis__8xoPdgj,1,pass,1/1,1,1,0,0,false,completed,completed,2026-07-30T17:19:50.439880Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__01-13-23/feal-differential-cryptanalysis__cdkHeUK,0,no_pass,0/1,1,0,1,0,false,completed,stop,2026-08-13T22:21:48.958046Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__06-17-10/feal-differential-cryptanalysis__hAXWQ32,1,pass,1/1,1,1,0,0,false,completed,completed,2026-08-18T04:01:25.425985Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__11-55-12/feal-differential-cryptanalysis__TTXtzBQ,570.167256,119270,22246,97024,58221,177491,session_reconciled,server-context-trace+reconciled-details,False,340.470276,249392,,,29487,278879,reported,hermes-run.json.usage,,230.648779,126652,,89792,17482,144134,reported_legacy,result.json.agent_result,,314.710226,168876,25132,143744,10225,179101,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
feal-linear-cryptanalysis,hard,true,1,pass,1/1,1,1,0,0,true,completed,stream_transport,2026-08-02T18:20:46.238441Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-51-36/feal-linear-cryptanalysis__Xs63wkT,0,no_pass,0/1,1,0,1,0,false,completed,completed,2026-07-30T17:40:56.423279Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__01-21-50/feal-linear-cryptanalysis__my336PY,0,no_pass,0/1,1,0,1,0,false,completed,length,2026-08-13T22:35:06.445021Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__06-21-50/feal-linear-cryptanalysis__z4R5xp5,1,pass,1/1,1,1,0,0,false,completed,completed,2026-08-18T04:12:57.786013Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__12-01-27/feal-linear-cryptanalysis__dyKbTRP,1713.432033,297569,43297,254272,77393,374962,session_reconciled,server-context-trace+reconciled-details,True,1117.4618,15618,,,174,15792,reported,hermes-run.json.usage,,766.830407,12423,,7360,65667,78090,reported_legacy,result.json.agent_result,,659.063124,381174,40438,340736,28364,409538,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
filter-js-from-html,medium,true,0,no_pass,0/2,2,0,2,0,true,failed,stream_transport,2026-07-30T08:43:51.160690Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/filter-js-from-html__nxqNena,1,pass,2/2,2,2,0,0,false,completed,completed,2026-07-30T18:07:32.119401Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__01-42-23/filter-js-from-html__RdhDxsm,0,no_pass,0/2,2,0,2,0,false,completed,stop,2026-08-13T14:39:36.871742Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-13__21-52-37/filter-js-from-html__cG4pu3U,0,no_pass,0/2,2,0,2,0,false,completed,completed,2026-08-17T13:26:30.277081Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-17__21-06-01/filter-js-from-html__xvZQ6Qb,517.67338,9329,1201,8128,4897,14226,session_reconciled,server-context-trace+reconciled-details,True,808.251504,123540,,,3734,127274,reported,hermes-run.json.usage,,1898.022745,3301503,,3095488,121610,3423113,reported_legacy,result.json.agent_result,,386.030833,269156,20580,248576,12156,281312,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
financial-document-processor,medium,true,1,pass,7/7,7,7,0,0,false,completed,,2026-07-30T16:02:34.282285Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/financial-document-processor__yEJiPtK,1,pass,7/7,7,7,0,0,false,completed,completed,2026-07-30T18:22:19.990336Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__02-15-56/financial-document-processor__xaV7aav,1,pass,7/7,7,7,0,0,false,completed,stop,2026-08-13T21:04:09.461785Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__04-51-43/financial-document-processor__QZT7YYY,0,no_pass,6/7,7,6,1,0,false,completed,completed,2026-08-17T19:43:10.296856Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__03-28-28/financial-document-processor__YN74odj,874.963363,209634,33250,176384,49506,259140,session_reconciled,server-context-trace+reconciled-details,False,348.483172,442564,,,13087,455651,reported,hermes-run.json.usage,,598.675164,359571,,310016,39655,399226,reported_legacy,result.json.agent_result,,778.054271,933957,35525,898432,20918,954875,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
fix-code-vulnerability,hard,true,1,pass,6/6,6,6,0,0,false,completed,,2026-08-02T14:44:27.651547Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__22-30-14/fix-code-vulnerability__tbMh9mH,1,pass,6/6,6,6,0,0,false,completed,completed,2026-07-30T18:28:06.847602Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__02-24-20/fix-code-vulnerability__Uo3XDpv,1,pass,6/6,6,6,0,0,false,completed,stop,2026-08-14T05:02:09.693467Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__12-59-58/fix-code-vulnerability__NfT9XY6,1,pass,6/6,6,6,0,0,false,completed,completed,2026-08-18T05:15:49.114350Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-11-34/fix-code-vulnerability__SuogFk4,830.716197,416219,62683,353536,62505,478724,session_reconciled,server-context-trace+reconciled-details,False,203.237435,1007155,,,4694,1011849,reported,hermes-run.json.usage,,109.726952,280963,,258816,5583,286546,reported_legacy,result.json.agent_result,,229.982096,290005,19861,270144,2760,292765,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
fix-git,easy,true,1,pass,2/2,2,2,0,0,false,completed,,2026-07-30T10:15:52.727296Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/fix-git__JoNtdgS,1,pass,2/2,2,2,0,0,false,completed,completed,2026-07-30T18:32:28.057414Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__02-29-59/fix-git__v5ytDph,1,pass,2/2,2,2,0,0,false,completed,stop,2026-08-14T05:03:23.237732Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__13-00-59/fix-git__2GS2zCz,1,pass,2/2,2,2,0,0,false,completed,completed,2026-08-18T05:17:35.396560Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-15-50/fix-git__9fbdqDM,192.132007,160424,23144,137280,10531,170955,session_reconciled,server-context-trace+reconciled-details,False,120.725123,222101,,,3424,225525,reported,hermes-run.json.usage,,88.438125,61806,,48768,5123,66929,reported_legacy,result.json.agent_result,,75.047054,24573,7869,16704,1412,25985,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
